transaction_id,timestamp,agent_id,customer_msisdn,type,amount,is_reversal,label
TX00061,2026-07-01T11:02:00,AGT-2201,0753173581,airtime,213.15,False,normal
TX00130,2026-07-01T11:06:00,AGT-2203,0784142594,cash_out,123.84,False,normal
TX00017,2026-07-01T11:08:00,AGT-2203,0747675615,airtime,229.62,False,normal
TX00104,2026-07-01T11:27:00,AGT-2203,0764185138,transfer,197.36,False,normal
TX00060,2026-07-01T11:32:00,AGT-2201,0724834497,cash_in,25.6,False,normal
TX00091,2026-07-01T11:41:00,AGT-2203,0753238768,cash_in,123.19,False,normal
TX00108,2026-07-01T11:47:00,AGT-2203,0757815060,cash_out,78.7,False,normal
TX00090,2026-07-01T11:49:00,AGT-2201,0742299761,bill_pay,41.12,False,normal
TX00055,2026-07-01T11:50:00,AGT-2201,0737143536,cash_out,67.01,False,normal
TX00054,2026-07-01T12:04:00,AGT-2203,0748186330,cash_in,57.11,False,normal
TX00036,2026-07-01T12:05:00,AGT-2201,0724805841,airtime,53.19,False,normal
TX00097,2026-07-01T12:08:00,AGT-2203,0752890415,transfer,61.69,False,normal
TX00115,2026-07-01T12:08:00,AGT-2203,0742553539,transfer,224.71,False,normal
TX00001,2026-07-01T12:09:00,AGT-2202,0712215279,bill_pay,28.06,False,normal
TX00148,2026-07-01T12:10:00,AGT-2202,0722210728,transfer,158.03,False,normal
TX00127,2026-07-01T12:14:00,AGT-2202,0716671564,airtime,93.77,False,normal
TX00169,2026-07-01T12:18:00,AGT-2201,0732125696,cash_in,99.02,False,normal
TX00009,2026-07-01T12:19:00,AGT-2201,0735095259,cash_in,145.73,False,normal
TX00146,2026-07-01T12:29:00,AGT-2202,0729588001,cash_out,100.96,False,normal
TX00167,2026-07-01T12:29:00,AGT-2201,0731248879,cash_in,140.13,False,normal
TX00077,2026-07-01T12:35:00,AGT-2202,0741577920,transfer,58.38,False,normal
TX00012,2026-07-01T13:02:00,AGT-2203,0726263809,transfer,175.35,False,normal
TX00191,2026-07-01T13:05:00,AGT-2203,0726887081,cash_out,1026.69,False,anomaly_rapid_reversal
TX00192,2026-07-01T13:07:00,AGT-2203,0726887081,cash_out,-1026.69,True,anomaly_rapid_reversal
TX00193,2026-07-01T13:09:00,AGT-2203,0726887081,cash_out,1026.69,False,anomaly_rapid_reversal
TX00058,2026-07-01T13:12:00,AGT-2202,0762546759,transfer,9.77,False,normal
TX00128,2026-07-01T13:12:00,AGT-2201,0759470453,cash_in,55.28,False,normal
TX00020,2026-07-01T13:14:00,AGT-2201,0723956442,cash_out,61.83,False,normal
TX00194,2026-07-01T13:16:00,AGT-2201,0758657169,cash_out,1475.03,False,anomaly_rapid_reversal
TX00195,2026-07-01T13:18:00,AGT-2201,0758657169,cash_out,-1475.03,True,anomaly_rapid_reversal
TX00099,2026-07-01T13:19:00,AGT-2203,0737982361,transfer,97.15,False,normal
TX00196,2026-07-01T13:20:00,AGT-2201,0758657169,cash_out,1475.03,False,anomaly_rapid_reversal
TX00102,2026-07-01T13:24:00,AGT-2203,0727051698,airtime,190.14,False,normal
TX00176,2026-07-01T13:24:00,AGT-2203,0768495882,bill_pay,112.4,False,normal
TX00024,2026-07-01T13:25:00,AGT-2201,0787718312,cash_in,51.7,False,normal
TX00116,2026-07-01T13:25:00,AGT-2203,0788245017,transfer,212.93,False,normal
TX00150,2026-07-01T13:29:00,AGT-2203,0743032806,transfer,76.98,False,normal
TX00072,2026-07-01T13:32:00,AGT-2202,0744851482,transfer,53.66,False,normal
TX00022,2026-07-01T13:34:00,AGT-2202,0763105398,bill_pay,237.8,False,normal
TX00162,2026-07-01T13:42:00,AGT-2203,0739958985,cash_in,165.0,False,normal
TX00160,2026-07-01T13:43:00,AGT-2202,0736237775,cash_in,54.83,False,normal
TX00163,2026-07-01T13:44:00,AGT-2202,0775753005,transfer,107.37,False,normal
TX00135,2026-07-01T13:53:00,AGT-2202,0768422830,cash_out,31.69,False,normal
TX00105,2026-07-01T13:56:00,AGT-2201,0774413086,cash_in,17.12,False,normal
TX00066,2026-07-01T14:00:00,AGT-2202,0775493940,bill_pay,36.66,False,normal
TX00018,2026-07-01T14:05:00,AGT-2201,0787738472,bill_pay,73.07,False,normal
TX00071,2026-07-01T14:06:00,AGT-2203,0779304748,bill_pay,209.48,False,normal
TX00028,2026-07-01T14:07:00,AGT-2201,0788818005,airtime,123.54,False,normal
TX00082,2026-07-01T14:09:00,AGT-2202,0731734641,bill_pay,158.7,False,normal
TX00145,2026-07-01T14:11:00,AGT-2201,0753538648,bill_pay,62.85,False,normal
TX00088,2026-07-01T14:16:00,AGT-2201,0754939049,cash_out,61.53,False,normal
TX00092,2026-07-01T14:17:00,AGT-2203,0724652290,airtime,76.26,False,normal
TX00171,2026-07-01T14:20:00,AGT-2201,0772447780,bill_pay,173.61,False,normal
TX00016,2026-07-01T14:22:00,AGT-2201,0729282794,cash_in,58.46,False,normal
TX00034,2026-07-01T14:22:00,AGT-2203,0711468706,transfer,120.7,False,normal
TX00098,2026-07-01T14:25:00,AGT-2201,0731060238,airtime,171.99,False,normal
TX00111,2026-07-01T14:27:00,AGT-2201,0745095077,cash_in,47.8,False,normal
TX00048,2026-07-01T14:39:00,AGT-2203,0722036081,transfer,172.17,False,normal
TX00014,2026-07-01T14:44:00,AGT-2203,0722017864,transfer,163.55,False,normal
TX00112,2026-07-01T15:05:00,AGT-2202,0747179138,transfer,203.29,False,normal
TX00042,2026-07-01T15:08:00,AGT-2201,0712724228,bill_pay,188.63,False,normal
TX00107,2026-07-01T15:08:00,AGT-2201,0787960307,transfer,74.03,False,normal
TX00094,2026-07-01T15:12:00,AGT-2202,0728934703,cash_in,75.95,False,normal
TX00044,2026-07-01T15:15:00,AGT-2203,0765351419,bill_pay,107.66,False,normal
TX00093,2026-07-01T15:18:00,AGT-2202,0788823872,cash_in,248.36,False,normal
TX00181,2026-07-01T15:20:00,AGT-2203,0721910414,cash_out,498.56,False,anomaly_structuring
TX00182,2026-07-01T15:23:00,AGT-2203,0721910414,cash_out,491.23,False,anomaly_structuring
TX00046,2026-07-01T15:26:00,AGT-2203,0739922542,cash_out,133.26,False,normal
TX00183,2026-07-01T15:26:00,AGT-2203,0721910414,cash_out,497.71,False,anomaly_structuring
TX00059,2026-07-01T15:29:00,AGT-2202,0717448231,transfer,131.77,False,normal
TX00184,2026-07-01T15:29:00,AGT-2203,0721910414,cash_out,498.97,False,anomaly_structuring
TX00010,2026-07-01T15:31:00,AGT-2202,0785830794,bill_pay,245.14,False,normal
TX00185,2026-07-01T15:32:00,AGT-2203,0721910414,cash_out,496.59,False,anomaly_structuring
TX00049,2026-07-01T15:35:00,AGT-2202,0721953324,cash_out,51.87,False,normal
TX00122,2026-07-01T15:37:00,AGT-2201,0775376871,cash_out,198.67,False,normal
TX00109,2026-07-01T15:42:00,AGT-2202,0723807372,cash_out,23.42,False,normal
TX00069,2026-07-01T15:43:00,AGT-2201,0756821711,cash_in,248.65,False,normal
TX00067,2026-07-01T15:45:00,AGT-2201,0723708666,transfer,17.34,False,normal
TX00110,2026-07-01T15:57:00,AGT-2202,0748599845,transfer,249.14,False,normal
TX00031,2026-07-01T15:58:00,AGT-2201,0752526903,transfer,132.01,False,normal
TX00142,2026-07-01T16:02:00,AGT-2202,0765624309,transfer,5.92,False,normal
TX00002,2026-07-01T16:03:00,AGT-2203,0741629072,cash_in,111.24,False,normal
TX00132,2026-07-01T16:09:00,AGT-2202,0712008902,cash_out,101.36,False,normal
TX00186,2026-07-01T16:09:00,AGT-2201,0724249869,cash_out,498.61,False,anomaly_structuring
TX00187,2026-07-01T16:12:00,AGT-2201,0724249869,cash_out,498.24,False,anomaly_structuring
TX00188,2026-07-01T16:15:00,AGT-2201,0724249869,cash_out,491.49,False,anomaly_structuring
TX00151,2026-07-01T16:17:00,AGT-2202,0755367697,cash_out,112.65,False,normal
TX00189,2026-07-01T16:18:00,AGT-2201,0724249869,cash_out,497.1,False,anomaly_structuring
TX00006,2026-07-01T16:19:00,AGT-2203,0732728987,bill_pay,144.95,False,normal
TX00190,2026-07-01T16:21:00,AGT-2201,0724249869,cash_out,498.38,False,anomaly_structuring
TX00175,2026-07-01T16:29:00,AGT-2203,0758047636,transfer,147.74,False,normal
TX00013,2026-07-01T16:31:00,AGT-2203,0782153650,cash_in,236.45,False,normal
TX00063,2026-07-01T16:31:00,AGT-2203,0762500926,transfer,19.09,False,normal
TX00051,2026-07-01T16:32:00,AGT-2203,0745650401,airtime,129.5,False,normal
TX00178,2026-07-01T16:49:00,AGT-2202,0738939294,airtime,31.23,False,normal
TX00041,2026-07-01T16:57:00,AGT-2202,0738958388,transfer,43.2,False,normal
TX00180,2026-07-01T17:02:00,AGT-2201,0732379775,transfer,195.52,False,normal
TX00131,2026-07-01T17:03:00,AGT-2203,0737601163,cash_in,57.17,False,normal
TX00079,2026-07-01T17:12:00,AGT-2201,0712524238,transfer,205.18,False,normal
TX00081,2026-07-01T17:14:00,AGT-2201,0737535001,transfer,181.57,False,normal
TX00121,2026-07-01T17:16:00,AGT-2203,0772881274,cash_in,22.24,False,normal
TX00085,2026-07-01T17:23:00,AGT-2201,0778573003,bill_pay,17.44,False,normal
TX00089,2026-07-01T17:29:00,AGT-2202,0772287481,airtime,228.06,False,normal
TX00008,2026-07-01T17:34:00,AGT-2202,0768811503,bill_pay,231.24,False,normal
TX00126,2026-07-01T17:41:00,AGT-2202,0725316041,cash_out,168.5,False,normal
TX00023,2026-07-01T17:43:00,AGT-2203,0718661210,bill_pay,101.13,False,normal
TX00168,2026-07-01T17:51:00,AGT-2202,0727221723,bill_pay,47.06,False,normal
TX00015,2026-07-01T17:52:00,AGT-2202,0757472506,transfer,10.53,False,normal
TX00062,2026-07-01T17:52:00,AGT-2202,0773505978,bill_pay,230.2,False,normal
TX00057,2026-07-01T17:53:00,AGT-2201,0738239734,bill_pay,103.93,False,normal
TX00075,2026-07-01T17:53:00,AGT-2202,0755063658,transfer,16.08,False,normal
TX00124,2026-07-01T17:53:00,AGT-2201,0789829474,cash_out,139.02,False,normal
TX00040,2026-07-01T18:05:00,AGT-2203,0733852188,cash_out,11.75,False,normal
TX00064,2026-07-01T18:11:00,AGT-2202,0725511786,cash_in,160.44,False,normal
TX00106,2026-07-01T18:26:00,AGT-2202,0735801778,airtime,17.0,False,normal
TX00144,2026-07-01T18:29:00,AGT-2202,0758213164,airtime,37.51,False,normal
TX00138,2026-07-01T18:30:00,AGT-2201,0768488468,cash_out,84.21,False,normal
TX00158,2026-07-01T18:39:00,AGT-2202,0741628382,transfer,88.3,False,normal
TX00083,2026-07-01T18:44:00,AGT-2203,0739787189,bill_pay,144.28,False,normal
TX00073,2026-07-01T18:46:00,AGT-2203,0737789700,transfer,245.56,False,normal
TX00133,2026-07-01T18:56:00,AGT-2202,0722331459,cash_out,85.66,False,normal
TX00139,2026-07-01T18:57:00,AGT-2202,0717892111,cash_out,203.9,False,normal
TX00084,2026-07-01T19:01:00,AGT-2203,0742427601,cash_in,15.26,False,normal
TX00087,2026-07-01T19:04:00,AGT-2203,0729824650,cash_in,187.7,False,normal
TX00154,2026-07-01T19:06:00,AGT-2203,0781621145,cash_in,6.1,False,normal
TX00137,2026-07-01T19:13:00,AGT-2202,0766179113,airtime,26.5,False,normal
TX00065,2026-07-01T19:16:00,AGT-2201,0742117740,transfer,216.38,False,normal
TX00140,2026-07-01T19:25:00,AGT-2201,0771584759,airtime,20.33,False,normal
TX00052,2026-07-01T19:30:00,AGT-2203,0749778001,transfer,231.08,False,normal
TX00161,2026-07-01T19:31:00,AGT-2203,0782061512,airtime,29.84,False,normal
TX00143,2026-07-01T19:38:00,AGT-2203,0721406959,cash_out,31.28,False,normal
TX00165,2026-07-01T19:51:00,AGT-2202,0747555380,airtime,54.9,False,normal
TX00170,2026-07-01T19:51:00,AGT-2201,0753124840,cash_in,244.01,False,normal
TX00033,2026-07-01T19:54:00,AGT-2201,0747722368,cash_out,53.98,False,normal
