transaction_id,timestamp,country,agent_id,customer_msisdn,type,amount,is_reversal,label
TX00190,2026-07-01T10:43:00,UG,AGT-UG-03,+256759971755,transfer,402200.0,False,normal
TX00118,2026-07-01T10:45:00,NG,AGT-NG-01,+2348111246400,bill_pay,223700.0,False,normal
TX00335,2026-07-01T10:45:00,TZ,AGT-TZ-02,+255708692602,transfer,173800.0,False,normal
TX00317,2026-07-01T10:46:00,TZ,AGT-TZ-01,+255720441038,cash_in,209900.0,False,normal
TX00025,2026-07-01T10:48:00,ZW,AGT-ZW-03,+263774862057,bill_pay,204.68,False,normal
TX00081,2026-07-01T10:51:00,KE,AGT-KE-03,+254106071043,cash_in,22510.0,False,normal
TX00128,2026-07-01T10:52:00,NG,AGT-NG-03,+2349116133310,cash_in,237500.0,False,normal
TX00167,2026-07-01T10:52:00,UG,AGT-UG-02,+256708896929,cash_in,228200.0,False,normal
TX00322,2026-07-01T10:52:00,TZ,AGT-TZ-03,+255751684951,bill_pay,335400.0,False,normal
TX00185,2026-07-01T10:55:00,UG,AGT-UG-03,+256789934461,airtime,771900.0,False,normal
TX00041,2026-07-01T11:01:00,ZW,AGT-ZW-02,+263736502014,cash_out,490.76,False,anomaly_structuring
TX00328,2026-07-01T11:03:00,TZ,AGT-TZ-03,+255648454347,cash_in,267300.0,False,normal
TX00042,2026-07-01T11:04:00,ZW,AGT-ZW-02,+263736502014,cash_out,497.57,False,anomaly_structuring
TX00043,2026-07-01T11:07:00,ZW,AGT-ZW-02,+263736502014,cash_out,497.83,False,anomaly_structuring
TX00217,2026-07-01T11:07:00,ZA,AGT-ZA-03,+27663041452,cash_in,390.0,False,normal
TX00044,2026-07-01T11:10:00,ZW,AGT-ZW-02,+263736502014,cash_out,496.03,False,anomaly_structuring
TX00265,2026-07-01T11:10:00,GH,AGT-GH-03,+233200771594,cash_in,1630.51,False,normal
TX00283,2026-07-01T11:11:00,GH,AGT-GH-01,+233562948470,cash_in,888.8,False,normal
TX00045,2026-07-01T11:13:00,ZW,AGT-ZW-02,+263736502014,cash_out,492.53,False,anomaly_structuring
TX00051,2026-07-01T11:19:00,KE,AGT-KE-03,+254719829657,cash_out,7460.0,False,normal
TX00096,2026-07-01T11:20:00,KE,AGT-KE-03,+254707871616,cash_out,117370.0,False,anomaly_rapid_reversal
TX00068,2026-07-01T11:21:00,KE,AGT-KE-01,+254149528831,transfer,22470.0,False,normal
TX00039,2026-07-01T11:22:00,ZW,AGT-ZW-01,+263770008838,airtime,65.19,False,normal
TX00097,2026-07-01T11:22:00,KE,AGT-KE-03,+254707871616,cash_out,-117370.0,True,anomaly_rapid_reversal
TX00098,2026-07-01T11:24:00,KE,AGT-KE-03,+254707871616,cash_out,117370.0,False,anomaly_rapid_reversal
TX00063,2026-07-01T11:27:00,KE,AGT-KE-03,+254135606883,cash_in,1710.0,False,normal
TX00146,2026-07-01T11:28:00,NG,AGT-NG-03,+2349124677096,cash_out,1258100.0,False,anomaly_rapid_reversal
TX00147,2026-07-01T11:30:00,NG,AGT-NG-03,+2349124677096,cash_out,-1258100.0,True,anomaly_rapid_reversal
TX00148,2026-07-01T11:32:00,NG,AGT-NG-03,+2349124677096,cash_out,1258100.0,False,anomaly_rapid_reversal
TX00072,2026-07-01T11:33:00,KE,AGT-KE-03,+254764390084,airtime,7320.0,False,normal
TX00301,2026-07-01T11:34:00,TZ,AGT-TZ-03,+255650355076,bill_pay,342600.0,False,normal
TX00004,2026-07-01T11:35:00,ZW,AGT-ZW-03,+263731993518,cash_in,143.27,False,normal
TX00237,2026-07-01T11:40:00,ZA,AGT-ZA-01,+27815379600,cash_out,4460.0,False,normal
TX00232,2026-07-01T11:44:00,ZA,AGT-ZA-02,+27862848383,airtime,990.0,False,normal
TX00320,2026-07-01T11:44:00,TZ,AGT-TZ-03,+255733119006,bill_pay,168900.0,False,normal
TX00065,2026-07-01T11:47:00,KE,AGT-KE-03,+254163478612,cash_out,2340.0,False,normal
TX00056,2026-07-01T11:49:00,KE,AGT-KE-01,+254719254499,cash_out,800.0,False,normal
TX00182,2026-07-01T11:56:00,UG,AGT-UG-03,+256767893333,cash_in,197000.0,False,normal
TX00030,2026-07-01T11:59:00,ZW,AGT-ZW-03,+263737261675,cash_in,169.43,False,normal
TX00061,2026-07-01T12:07:00,KE,AGT-KE-02,+254755613044,transfer,2090.0,False,normal
TX00001,2026-07-01T12:09:00,ZW,AGT-ZW-02,+263711815908,cash_out,14.18,False,normal
TX00138,2026-07-01T12:10:00,NG,AGT-NG-01,+2348034121362,cash_out,199700.0,False,normal
TX00302,2026-07-01T12:11:00,TZ,AGT-TZ-01,+255701957964,airtime,437900.0,False,normal
TX00241,2026-07-01T12:12:00,ZA,AGT-ZA-02,+27658656116,cash_out,9830.0,False,anomaly_structuring
TX00196,2026-07-01T12:15:00,UG,AGT-UG-02,+256727160175,cash_out,3523700.0,False,anomaly_rapid_reversal
TX00242,2026-07-01T12:15:00,ZA,AGT-ZA-02,+27658656116,cash_out,9850.0,False,anomaly_structuring
TX00197,2026-07-01T12:17:00,UG,AGT-UG-02,+256727160175,cash_out,-3523700.0,True,anomaly_rapid_reversal
TX00243,2026-07-01T12:18:00,ZA,AGT-ZA-02,+27658656116,cash_out,9840.0,False,anomaly_structuring
TX00198,2026-07-01T12:19:00,UG,AGT-UG-02,+256727160175,cash_out,3523700.0,False,anomaly_rapid_reversal
TX00244,2026-07-01T12:21:00,ZA,AGT-ZA-02,+27658656116,cash_out,9800.0,False,anomaly_structuring
TX00082,2026-07-01T12:23:00,KE,AGT-KE-02,+254190454409,cash_in,1090.0,False,normal
TX00245,2026-07-01T12:24:00,ZA,AGT-ZA-02,+27658656116,cash_out,9910.0,False,anomaly_structuring
TX00191,2026-07-01T12:25:00,UG,AGT-UG-02,+256767627320,cash_out,1961200.0,False,anomaly_structuring
TX00091,2026-07-01T12:26:00,KE,AGT-KE-01,+254130552034,cash_out,49010.0,False,anomaly_structuring
TX00108,2026-07-01T12:27:00,NG,AGT-NG-02,+2347078800215,bill_pay,24500.0,False,normal
TX00202,2026-07-01T12:27:00,ZA,AGT-ZA-02,+27631646204,cash_out,4890.0,False,normal
TX00192,2026-07-01T12:28:00,UG,AGT-UG-02,+256767627320,cash_out,1993300.0,False,anomaly_structuring
TX00092,2026-07-01T12:29:00,KE,AGT-KE-01,+254130552034,cash_out,49290.0,False,anomaly_structuring
TX00220,2026-07-01T12:29:00,ZA,AGT-ZA-03,+27797740353,cash_out,2610.0,False,normal
TX00193,2026-07-01T12:31:00,UG,AGT-UG-02,+256767627320,cash_out,1967900.0,False,anomaly_structuring
TX00327,2026-07-01T12:31:00,TZ,AGT-TZ-03,+255695856408,cash_out,10300.0,False,normal
TX00093,2026-07-01T12:32:00,KE,AGT-KE-01,+254130552034,cash_out,49610.0,False,anomaly_structuring
TX00208,2026-07-01T12:33:00,ZA,AGT-ZA-02,+27811535690,transfer,4370.0,False,normal
TX00273,2026-07-01T12:33:00,GH,AGT-GH-02,+233582699105,bill_pay,1663.16,False,normal
TX00194,2026-07-01T12:34:00,UG,AGT-UG-02,+256767627320,cash_out,1993600.0,False,anomaly_structuring
TX00319,2026-07-01T12:34:00,TZ,AGT-TZ-02,+255726662039,bill_pay,463800.0,False,normal
TX00094,2026-07-01T12:35:00,KE,AGT-KE-01,+254130552034,cash_out,49160.0,False,anomaly_structuring
TX00195,2026-07-01T12:37:00,UG,AGT-UG-02,+256767627320,cash_out,1991200.0,False,anomaly_structuring
TX00095,2026-07-01T12:38:00,KE,AGT-KE-01,+254130552034,cash_out,49280.0,False,anomaly_structuring
TX00157,2026-07-01T12:40:00,UG,AGT-UG-03,+256700314491,bill_pay,159800.0,False,normal
TX00073,2026-07-01T12:41:00,KE,AGT-KE-01,+254183830640,cash_in,5250.0,False,normal
TX00214,2026-07-01T12:45:00,ZA,AGT-ZA-02,+27856805825,cash_out,4360.0,False,normal
TX00115,2026-07-01T12:46:00,NG,AGT-NG-01,+2349103249668,transfer,224400.0,False,normal
TX00286,2026-07-01T12:46:00,GH,AGT-GH-02,+233597655059,airtime,867.75,False,normal
TX00102,2026-07-01T12:47:00,NG,AGT-NG-03,+2347125428211,airtime,125100.0,False,normal
TX00223,2026-07-01T12:47:00,ZA,AGT-ZA-01,+27832655239,bill_pay,4260.0,False,normal
TX00258,2026-07-01T12:47:00,GH,AGT-GH-01,+233569348156,airtime,2329.01,False,normal
TX00114,2026-07-01T12:48:00,NG,AGT-NG-01,+2348132904844,bill_pay,232400.0,False,normal
TX00325,2026-07-01T12:53:00,TZ,AGT-TZ-02,+255662461558,bill_pay,158100.0,False,normal
TX00172,2026-07-01T13:00:00,UG,AGT-UG-01,+256711312704,bill_pay,257400.0,False,normal
TX00077,2026-07-01T13:03:00,KE,AGT-KE-01,+254792600267,transfer,18450.0,False,normal
TX00031,2026-07-01T13:04:00,ZW,AGT-ZW-01,+263771252427,cash_out,187.93,False,normal
TX00080,2026-07-01T13:05:00,KE,AGT-KE-01,+254135873557,cash_in,15970.0,False,normal
TX00046,2026-07-01T13:11:00,ZW,AGT-ZW-01,+263734072247,cash_out,1473.25,False,anomaly_rapid_reversal
TX00075,2026-07-01T13:12:00,KE,AGT-KE-01,+254181373433,airtime,5920.0,False,normal
TX00047,2026-07-01T13:13:00,ZW,AGT-ZW-01,+263734072247,cash_out,-1473.25,True,anomaly_rapid_reversal
TX00204,2026-07-01T13:13:00,ZA,AGT-ZA-02,+27822283239,cash_in,4160.0,False,normal
TX00160,2026-07-01T13:14:00,UG,AGT-UG-01,+256787807727,cash_out,508200.0,False,normal
TX00048,2026-07-01T13:15:00,ZW,AGT-ZW-01,+263734072247,cash_out,1473.25,False,anomaly_rapid_reversal
TX00310,2026-07-01T13:15:00,TZ,AGT-TZ-01,+255735644739,cash_out,243900.0,False,normal
TX00230,2026-07-01T13:23:00,ZA,AGT-ZA-03,+27789236767,bill_pay,4500.0,False,normal
TX00069,2026-07-01T13:25:00,KE,AGT-KE-03,+254164020679,airtime,500.0,False,normal
TX00216,2026-07-01T13:25:00,ZA,AGT-ZA-02,+27800094948,cash_in,3140.0,False,normal
TX00341,2026-07-01T13:25:00,TZ,AGT-TZ-03,+255697208273,cash_out,983700.0,False,anomaly_structuring
TX00002,2026-07-01T13:26:00,ZW,AGT-ZW-01,+263731860913,bill_pay,237.18,False,normal
TX00342,2026-07-01T13:28:00,TZ,AGT-TZ-03,+255697208273,cash_out,995000.0,False,anomaly_structuring
TX00153,2026-07-01T13:29:00,UG,AGT-UG-01,+256722137832,transfer,672700.0,False,normal
TX00266,2026-07-01T13:31:00,GH,AGT-GH-01,+233505149431,cash_out,1881.24,False,normal
TX00343,2026-07-01T13:31:00,TZ,AGT-TZ-03,+255697208273,cash_out,982600.0,False,anomaly_structuring
TX00226,2026-07-01T13:33:00,ZA,AGT-ZA-03,+27865076742,bill_pay,1580.0,False,normal
TX00344,2026-07-01T13:34:00,TZ,AGT-TZ-03,+255697208273,cash_out,996500.0,False,anomaly_structuring
TX00101,2026-07-01T13:36:00,NG,AGT-NG-02,+2348122008261,bill_pay,157400.0,False,normal
TX00225,2026-07-01T13:36:00,ZA,AGT-ZA-01,+27749916774,transfer,1530.0,False,normal
TX00221,2026-07-01T13:37:00,ZA,AGT-ZA-02,+27652358574,transfer,4400.0,False,normal
TX00345,2026-07-01T13:37:00,TZ,AGT-TZ-03,+255697208273,cash_out,983700.0,False,anomaly_structuring
TX00155,2026-07-01T13:43:00,UG,AGT-UG-01,+256780453457,airtime,439900.0,False,normal
TX00309,2026-07-01T13:43:00,TZ,AGT-TZ-02,+255639666304,cash_in,138500.0,False,normal
TX00337,2026-07-01T13:43:00,TZ,AGT-TZ-01,+255743668443,cash_out,35500.0,False,normal
TX00122,2026-07-01T13:47:00,NG,AGT-NG-02,+2347072314301,transfer,223300.0,False,normal
TX00234,2026-07-01T13:53:00,ZA,AGT-ZA-01,+27800327894,bill_pay,2620.0,False,normal
TX00062,2026-07-01T13:55:00,KE,AGT-KE-03,+254756404104,cash_out,6600.0,False,normal
TX00280,2026-07-01T13:58:00,GH,AGT-GH-01,+233291525504,cash_in,636.28,False,normal
TX00070,2026-07-01T13:59:00,KE,AGT-KE-03,+254173132281,airtime,2580.0,False,normal
TX00291,2026-07-01T14:02:00,GH,AGT-GH-03,+233529124449,cash_out,4982.91,False,anomaly_structuring
TX00292,2026-07-01T14:05:00,GH,AGT-GH-03,+233529124449,cash_out,4952.5,False,anomaly_structuring
TX00040,2026-07-01T14:06:00,ZW,AGT-ZW-03,+263787868433,transfer,53.66,False,normal
TX00207,2026-07-01T14:08:00,ZA,AGT-ZA-03,+27732950259,bill_pay,4300.0,False,normal
TX00293,2026-07-01T14:08:00,GH,AGT-GH-03,+233529124449,cash_out,4907.2,False,anomaly_structuring
TX00333,2026-07-01T14:08:00,TZ,AGT-TZ-03,+255633680485,airtime,387200.0,False,normal
TX00111,2026-07-01T14:09:00,NG,AGT-NG-02,+2349073949835,transfer,14000.0,False,normal
TX00294,2026-07-01T14:11:00,GH,AGT-GH-03,+233529124449,cash_out,4916.08,False,anomaly_structuring
TX00312,2026-07-01T14:13:00,TZ,AGT-TZ-03,+255635072624,cash_in,404400.0,False,normal
TX00295,2026-07-01T14:14:00,GH,AGT-GH-03,+233529124449,cash_out,4952.24,False,anomaly_structuring
TX00020,2026-07-01T14:16:00,ZW,AGT-ZW-01,+263777551313,airtime,53.19,False,normal
TX00009,2026-07-01T14:18:00,ZW,AGT-ZW-03,+263785075291,airtime,19.44,False,normal
TX00239,2026-07-01T14:19:00,ZA,AGT-ZA-02,+27847136936,transfer,2050.0,False,normal
TX00285,2026-07-01T14:25:00,GH,AGT-GH-01,+233255834299,cash_in,567.88,False,normal
TX00113,2026-07-01T14:35:00,NG,AGT-NG-03,+2349014865465,bill_pay,40800.0,False,normal
TX00175,2026-07-01T14:38:00,UG,AGT-UG-01,+256765977221,transfer,954800.0,False,normal
TX00184,2026-07-01T14:50:00,UG,AGT-UG-01,+256725905489,cash_in,112200.0,False,normal
TX00023,2026-07-01T14:51:00,ZW,AGT-ZW-03,+263739975288,cash_out,10.24,False,normal
TX00329,2026-07-01T14:54:00,TZ,AGT-TZ-01,+255626495076,transfer,30400.0,False,normal
TX00201,2026-07-01T14:57:00,ZA,AGT-ZA-02,+27628038741,transfer,3790.0,False,normal
TX00336,2026-07-01T15:00:00,TZ,AGT-TZ-01,+255784156448,airtime,260300.0,False,normal
TX00034,2026-07-01T15:04:00,ZW,AGT-ZW-01,+263731144024,cash_out,205.84,False,normal
TX00067,2026-07-01T15:05:00,KE,AGT-KE-02,+254754930666,bill_pay,5640.0,False,normal
TX00015,2026-07-01T15:06:00,ZW,AGT-ZW-02,+263711396245,bill_pay,94.22,False,normal
TX00224,2026-07-01T15:06:00,ZA,AGT-ZA-03,+27874261068,bill_pay,670.0,False,normal
TX00141,2026-07-01T15:10:00,NG,AGT-NG-02,+2348199639321,cash_out,492300.0,False,anomaly_structuring
TX00058,2026-07-01T15:12:00,KE,AGT-KE-02,+254770471874,airtime,5640.0,False,normal
TX00142,2026-07-01T15:13:00,NG,AGT-NG-02,+2348199639321,cash_out,496300.0,False,anomaly_structuring
TX00133,2026-07-01T15:16:00,NG,AGT-NG-03,+2347143372117,bill_pay,197700.0,False,normal
TX00143,2026-07-01T15:16:00,NG,AGT-NG-02,+2348199639321,cash_out,498000.0,False,anomaly_structuring
TX00165,2026-07-01T15:17:00,UG,AGT-UG-03,+256763715354,cash_out,594700.0,False,normal
TX00144,2026-07-01T15:19:00,NG,AGT-NG-02,+2348199639321,cash_out,492100.0,False,anomaly_structuring
TX00256,2026-07-01T15:19:00,GH,AGT-GH-03,+233293978469,transfer,2342.4,False,normal
TX00145,2026-07-01T15:22:00,NG,AGT-NG-02,+2348199639321,cash_out,493600.0,False,anomaly_structuring
TX00318,2026-07-01T15:23:00,TZ,AGT-TZ-02,+255650784856,transfer,205600.0,False,normal
TX00324,2026-07-01T15:23:00,TZ,AGT-TZ-03,+255682532272,cash_in,167700.0,False,normal
TX00026,2026-07-01T15:26:00,ZW,AGT-ZW-03,+263738288072,bill_pay,5.96,False,normal
TX00180,2026-07-01T15:31:00,UG,AGT-UG-02,+256743490673,transfer,594600.0,False,normal
TX00236,2026-07-01T15:31:00,ZA,AGT-ZA-02,+27860095235,transfer,930.0,False,normal
TX00135,2026-07-01T15:32:00,NG,AGT-NG-01,+2348137289905,bill_pay,85000.0,False,normal
TX00307,2026-07-01T15:32:00,TZ,AGT-TZ-01,+255649522280,transfer,391200.0,False,normal
TX00277,2026-07-01T15:36:00,GH,AGT-GH-03,+233289916172,bill_pay,1398.87,False,normal
TX00288,2026-07-01T15:37:00,GH,AGT-GH-01,+233281369154,cash_out,2188.39,False,normal
TX00161,2026-07-01T15:38:00,UG,AGT-UG-03,+256702579747,transfer,437200.0,False,normal
TX00121,2026-07-01T15:41:00,NG,AGT-NG-03,+2348192841407,bill_pay,6500.0,False,normal
TX00338,2026-07-01T15:41:00,TZ,AGT-TZ-02,+255779255378,cash_in,367300.0,False,normal
TX00169,2026-07-01T15:45:00,UG,AGT-UG-02,+256752605069,bill_pay,935100.0,False,normal
TX00281,2026-07-01T15:47:00,GH,AGT-GH-03,+233570951585,bill_pay,326.77,False,normal
TX00159,2026-07-01T15:50:00,UG,AGT-UG-03,+256753738171,bill_pay,136000.0,False,normal
TX00106,2026-07-01T15:54:00,NG,AGT-NG-03,+2348064936657,bill_pay,112300.0,False,normal
TX00066,2026-07-01T15:57:00,KE,AGT-KE-02,+254775762833,cash_in,4780.0,False,normal
TX00218,2026-07-01T15:57:00,ZA,AGT-ZA-02,+27679827182,transfer,4580.0,False,normal
